epoch,lr,train_loss,train_acc,train_precision,train_recall,train_f1,val_loss,val_acc,val_precision,val_recall,val_f1
1,0.000750,465.8013,0.8527,0.6256,0.7418,0.6787,89.7898,0.9022,0.7023,0.8661,0.7756
2,0.000250,415.7135,0.8745,0.6611,0.8227,0.7331,71.1659,0.8710,0.6042,0.9839,0.7486
3,0.000000,344.0476,0.8771,0.6611,0.8498,0.7437,60.9437,0.9158,0.7609,0.8290,0.7935
